OID_,FID_Garage_Points_buffered,OID1,CIT_CODE,FAC_CODE,LotName,AggieMap,Name,LotType,ORIG_FID,X,Y,BUFF_DIST,FID_Buildings,Number,Abbrev,Private,Type,Bldg,BldgAbbr,BldgName,YearBuilt,NumFloors,Address,City,Zip,MapDisplay,Shape_Length,Shape_Area
-1,1,,20200,SSG,Southside Garage,1,SSG,Garage,1,-96.333619999999996,30.613730000000000,150.000000000000000,156, ,,No,UNIVERSITY,,,,,,,,, |  | ,26.326796029663306,36.038078966827584
-1,1,,20200,SSG,Southside Garage,1,SSG,Garage,1,-96.333619999999996,30.613730000000000,150.000000000000000,157, ,,No,UNIVERSITY,,,,,,,,, |  | ,43.152372507712570,106.546471645377139
-1,1,,20200,SSG,Southside Garage,1,SSG,Garage,1,-96.333619999999996,30.613730000000000,150.000000000000000,316,0378,SSPG,No,GARAGE,0378,SSPG,South Side Parking Garage,1990,04,750 Bizzell St,College Station,77843,South Side Parking Garage | SSPG | 0378,553.269233016415569,14543.691412792895790
-1,1,,20200,SSG,Southside Garage,1,SSG,Garage,1,-96.333619999999996,30.613730000000000,150.000000000000000,323, ,,No,UNIVERSITY,,,,,,,,, |  | ,26.657592586517040,37.546402861319265
-1,1,,20200,SSG,Southside Garage,1,SSG,Garage,1,-96.333619999999996,30.613730000000000,150.000000000000000,391,0448,ADAM,No,ACADEMIC,0448,ADAM,Adams Band Hall,1970,03,611 Lewis St,College Station,77843,Adams Band Hall | ADAM | 0448,18.857403459378354,4.891997293339914
-1,1,,20200,SSG,Southside Garage,1,SSG,Garage,1,-96.333619999999996,30.613730000000000,150.000000000000000,803,0291,RUDD,No,HOUSING TAMU,0291,RUDD,Rudder Residence Hall,1989,04,770 Mosher Ln,College Station,77843,Rudder Residence Hall | RUDD | 0291,131.181311295199066,716.365005068452433
-1,1,,20200,SSG,Southside Garage,1,SSG,Garage,1,-96.333619999999996,30.613730000000000,150.000000000000000,829,0292,EPPR,No,HOUSING TAMU,0292,EPPR,Eppright Residence Hall,1989,04,695 Spence St,College Station,77843,Eppright Residence Hall | EPPR | 0292,224.739731568358167,1519.106543999993846
-1,1,,20200,SSG,Southside Garage,1,SSG,Garage,1,-96.333619999999996,30.613730000000000,150.000000000000000,832,0293,APPE,No,HOUSING TAMU,0293,APPE,Appelt Residence Hall,1989,04,660 Mosher Ln,College Station,77843,Appelt Residence Hall | APPE | 0293,48.761972517739942,104.141840267206248
-1,2,,20400,CCG,Central Campus Garage,1,CCG,Garage Visitor,2,-96.337770000000006,30.616499999999998,150.000000000000000,105,0468,LIBR,No,LIBRARY,0468,LIBR,Evans Library,1929,07,400 Spence St,College Station,77843,Evans Library | LIBR | 0468,613.636360256965759,6859.421765740456976
-1,2,,20400,CCG,Central Campus Garage,1,CCG,Garage Visitor,2,-96.337770000000006,30.616499999999998,150.000000000000000,212,0357,,No,UNIVERSITY,0357,,Vending Machine Booth,1999,01,408 Spence St,College Station,77843,Vending Machine Booth |  | 0357,31.084954464558805,54.451907776893499
-1,2,,20400,CCG,Central Campus Garage,1,CCG,Garage Visitor,2,-96.337770000000006,30.616499999999998,150.000000000000000,428,0469,CCPG,No,GARAGE,0469,CCPG,Central Campus Parking Garage,1999,08,450 Spence St,College Station,77843,Central Campus Parking Garage | CCPG | 0469,225.223941799298444,2792.717644242938604
-1,2,,20400,CCG,Central Campus Garage,1,CCG,Garage Visitor,2,-96.337770000000006,30.616499999999998,150.000000000000000,673,0443,OMB,No,ACADEMIC,0443,OMB,Eller Oceanography & Meteorology Building,1973,16,797 Lamar St,College Station,77843,Eller Oceanography & Meteorology Building | OMB | 0443,49.813707756769119,67.159729187293792
-1,2,,20400,CCG,Central Campus Garage,1,CCG,Garage Visitor,2,-96.337770000000006,30.616499999999998,150.000000000000000,680,0517,CSA,No,ACADEMIC,0517,CSA,Computing Services Annex,1966,05,733 Lamar St,College Station,77843,Computing Services Annex | CSA | 0517,105.944189381374457,574.474471436867589
-1,2,,20400,CCG,Central Campus Garage,1,CCG,Garage Visitor,2,-96.337770000000006,30.616499999999998,150.000000000000000,681,0470,GLAS,No,ACADEMIC,0470,GLAS,Melbern G. Glasscock Building,1921,04,398 Spence St,College Station,77843,Melbern G. Glasscock Building | GLAS | 0470,137.136724273129403,924.017867031880087
-1,2,,20400,CCG,Central Campus Garage,1,CCG,Garage Visitor,2,-96.337770000000006,30.616499999999998,150.000000000000000,683,0472,AIEN,No,ACADEMIC,0472,AIEN,AI Engineering Building,1932,06,423 Spence St,College Station,77843,AI Engineering Building | AIEN | 0472,259.348537184743464,1623.047236011247378
-1,2,,20400,CCG,Central Campus Garage,1,CCG,Garage Visitor,2,-96.337770000000006,30.616499999999998,150.000000000000000,688,0516,CSC,No,ACADEMIC,0516,CSC,Computing Services Center,1959,03,731 Lamar St,College Station,77843,Computing Services Center | CSC | 0516,196.088239970534744,2097.825091022943525
-1,2,,20400,CCG,Central Campus Garage,1,CCG,Garage Visitor,2,-96.337770000000006,30.616499999999998,150.000000000000000,694,0471,PAV,No,ACADEMIC,0471,PAV,Pavilion,1916,02,424 Spence St,College Station,77843,Pavilion | PAV | 0471,184.005770012222740,1881.498376552994614
-1,2,,20400,CCG,Central Campus Garage,1,CCG,Garage Visitor,2,-96.337770000000006,30.616499999999998,150.000000000000000,751,0457,TAES,No,ACADEMIC,0457,TAES,TAES Annex Building,1933,02,730 Lamar St,College Station,77843,TAES Annex Building | TAES | 0457,23.350019979175819,23.980783929388458
-1,2,,20400,CCG,Central Campus Garage,1,CCG,Garage Visitor,2,-96.337770000000006,30.616499999999998,150.000000000000000,758,0511,HLB,No,ACADEMIC,0511,HLB,HEEP Laboratory Building,1957,05,645 Lamar St,College Station,77843,HEEP Laboratory Building | HLB | 0511,177.169433411507555,1303.347759855226514
